POCO,BACIA,LATITUDE,LONGITUDE,TDEP,COT,,,
n/a,n/a,SIRGAS2000,SIRGAS2000,m,%,,,
1-BRSA-617-SCS,SANTOS,,,2637,0.683,,,
1-BRSA-617-SCS,SANTOS,,,2655,0.813,,,
1-BRSA-617-SCS,SANTOS,,,2673,0.437,,,
1-BRSA-617-SCS,SANTOS,,,2691,0.443,,,
1-BRSA-617-SCS,SANTOS,,,2709,1.11,,,
1-BRSA-617-SCS,SANTOS,,,2727,0.543,,,
1-BRSA-617-SCS,SANTOS,,,2745,0.537,,,
1-BRSA-617-SCS,SANTOS,,,2763,1.21,,,
1-BRSA-617-SCS,SANTOS,,,2781,0.527,,,
1-BRSA-617-SCS,SANTOS,,,2799,1.19,,,
1-BRSA-617-SCS,SANTOS,,,2817,0.631,,,
1-BRSA-617-SCS,SANTOS,,,2835,0.597,,,
1-BRSA-617-SCS,SANTOS,,,2853,0.908,,,
1-BRSA-617-SCS,SANTOS,,,2871,0.78,,,
1-BRSA-617-SCS,SANTOS,,,2889,0.891,,,
1-BRSA-617-SCS,SANTOS,,,2907,1.01,,,
1-BRSA-617-SCS,SANTOS,,,2925,1.07,,,
1-BRSA-617-SCS,SANTOS,,,2943,1.25,,,
1-BRSA-617-SCS,SANTOS,,,2961,1.04,,,
1-BRSA-617-SCS,SANTOS,,,2979,0.946,,,
1-BRSA-617-SCS,SANTOS,,,2997,1.28,,,
1-BRSA-617-SCS,SANTOS,,,3015,1.14,,,
1-BRSA-617-SCS,SANTOS,,,3033,1.12,,,
1-BRSA-617-SCS,SANTOS,,,3051,1.32,,,
1-BRSA-617-SCS,SANTOS,,,3069,1.28,,,
1-BRSA-617-SCS,SANTOS,,,3087,1.2,,,
1-BRSA-617-SCS,SANTOS,,,3105,1.04,,,
1-BRSA-617-SCS,SANTOS,,,3123,1.21,,,
1-BRSA-617-SCS,SANTOS,,,3141,1.21,,,
1-BRSA-617-SCS,SANTOS,,,3159,1.38,,,
1-BRSA-617-SCS,SANTOS,,,3177,2.44,,,
1-BRSA-617-SCS,SANTOS,,,3195,3.09,,,
1-BRSA-617-SCS,SANTOS,,,3213,2.38,,,
1-BRSA-617-SCS,SANTOS,,,3231,1.22,,,
1-BRSA-617-SCS,SANTOS,,,3249,1.28,,,
1-BRSA-617-SCS,SANTOS,,,3267,1.37,,,
1-BRSA-617-SCS,SANTOS,,,3285,1.15,,,
1-BRSA-617-SCS,SANTOS,,,3303,0.973,,,
1-BRSA-617-SCS,SANTOS,,,3321,0.885,,,
1-BRSA-617-SCS,SANTOS,,,3339,0.832,,,
1-BRSA-617-SCS,SANTOS,,,3357,0.99,,,
1-BRSA-617-SCS,SANTOS,,,3375,0.953,,,
1-BRSA-617-SCS,SANTOS,,,3393,0.668,,,
1-BRSA-617-SCS,SANTOS,,,3411,0.532,,,
1-BRSA-617-SCS,SANTOS,,,3429,0.673,,,
1-BRSA-617-SCS,SANTOS,,,3447,0.644,,,
1-BRSA-617-SCS,SANTOS,,,3465,0.941,,,
1-BRSA-617-SCS,SANTOS,,,3483,1.06,,,
1-BRSA-617-SCS,SANTOS,,,3501,0.887,,,
1-BRSA-617-SCS,SANTOS,,,3519,0.901,,,
1-BRSA-617-SCS,SANTOS,,,3537,0.853,,,
1-BRSA-617-SCS,SANTOS,,,3555,0.685,,,
1-BRSA-617-SCS,SANTOS,,,3573,0.592,,,
1-BRSA-617-SCS,SANTOS,,,3591,0.742,,,
1-BRSA-617-SCS,SANTOS,,,3609,0.759,,,
1-BRSA-617-SCS,SANTOS,,,3627,0.74,,,
1-BRSA-617-SCS,SANTOS,,,3645,0.65,,,
1-BRSA-617-SCS,SANTOS,,,3663,0.447,,,
1-BRSA-617-SCS,SANTOS,,,3681,0.818,,,
1-BRSA-617-SCS,SANTOS,,,3699,0.808,,,
1-BRSA-617-SCS,SANTOS,,,3717,0.81,,,
1-BRSA-617-SCS,SANTOS,,,3735,0.826,,,
1-BRSA-617-SCS,SANTOS,,,3753,1.01,,,
1-BRSA-617-SCS,SANTOS,,,3771,0.693,,,
1-BRSA-617-SCS,SANTOS,,,3789,0.861,,,
1-BRSA-617-SCS,SANTOS,,,3807,0.948,,,
1-BRSA-617-SCS,SANTOS,,,3825,1.06,,,
1-BRSA-617-SCS,SANTOS,,,3843,1.03,,,
1-BRSA-617-SCS,SANTOS,,,3861,0.841,,,
1-BRSA-617-SCS,SANTOS,,,3879,0.736,,,
1-BRSA-617-SCS,SANTOS,,,3897,0.664,,,
1-BRSA-617-SCS,SANTOS,,,3915,0.406,,,
1-BRSA-617-SCS,SANTOS,,,3933,0.498,,,
1-BRSA-617-SCS,SANTOS,,,3951,0.524,,,
1-BRSA-617-SCS,SANTOS,,,3969,0.649,,,
1-BRSA-617-SCS,SANTOS,,,3987,0.677,,,
1-BRSA-617-SCS,SANTOS,,,4005,0.669,,,
1-BRSA-617-SCS,SANTOS,,,4023,0.572,,,
1-BRSA-617-SCS,SANTOS,,,4041,0.491,,,
1-BRSA-617-SCS,SANTOS,,,4059,0.498,,,
1-BRSA-617-SCS,SANTOS,,,4077,0.496,,,
1-BRSA-617-SCS,SANTOS,,,4095,0.58,,,
1-BRSA-617-SCS,SANTOS,,,4113,0.618,,,
1-BRSA-617-SCS,SANTOS,,,4131,0.655,,,
1-BRSA-617-SCS,SANTOS,,,4149,0.554,,,
1-BRSA-617-SCS,SANTOS,,,4167,0.528,,,
1-BRSA-617-SCS,SANTOS,,,4185,0.698,,,
1-BRSA-617-SCS,SANTOS,,,4203,0.586,,,
1-BRSA-617-SCS,SANTOS,,,4221,0.651,,,
1-BRSA-617-SCS,SANTOS,,,4239,0.668,,,
1-BRSA-617-SCS,SANTOS,,,4257,0.854,,,
1-BRSA-617-SCS,SANTOS,,,4275,0.769,,,
1-BRSA-617-SCS,SANTOS,,,4293,0.833,,,
1-BRSA-617-SCS,SANTOS,,,4311,0.858,,,
1-BRSA-617-SCS,SANTOS,,,4329,0.936,,,
1-BRSA-617-SCS,SANTOS,,,4347,0.991,,,
1-BRSA-617-SCS,SANTOS,,,4365,1.04,,,
1-BRSA-617-SCS,SANTOS,,,4383,1.11,,,
1-BRSA-617-SCS,SANTOS,,,4401,1.21,,,
1-BRSA-617-SCS,SANTOS,,,4419,1.01,,,
1-BRSA-617-SCS,SANTOS,,,4437,1.13,,,
1-BRSA-617-SCS,SANTOS,,,4455,1.05,,,
1-BRSA-617-SCS,SANTOS,,,4473,1.11,,,
1-BRSA-617-SCS,SANTOS,,,4473,1.11,,,
1-BRSA-617-SCS,SANTOS,,,4482,1.09,,,
1-BRSA-617-SCS,SANTOS,,,4491,1.11,,,
1-BRSA-617-SCS,SANTOS,,,4491,1.11,,,
1-BRSA-617-SCS,SANTOS,,,4500,1.07,,,
1-BRSA-617-SCS,SANTOS,,,4509,1.35,,,
1-BRSA-617-SCS,SANTOS,,,4509,1.41,,,
1-BRSA-617-SCS,SANTOS,,,4518,1.15,,,
1-BRSA-617-SCS,SANTOS,,,4527,1.07,,,
1-BRSA-617-SCS,SANTOS,,,4527,1.14,,,
1-BRSA-617-SCS,SANTOS,,,4536,1.26,,,
1-BRSA-617-SCS,SANTOS,,,4545,0.957,,,
1-BRSA-617-SCS,SANTOS,,,4545,0.881,,,
1-BRSA-617-SCS,SANTOS,,,4554,0.989,,,
1-BRSA-617-SCS,SANTOS,,,4563,0.785,,,
1-BRSA-617-SCS,SANTOS,,,4563,0.908,,,
1-BRSA-617-SCS,SANTOS,,,4572,0.85,,,
1-BRSA-617-SCS,SANTOS,,,4581,0.741,,,
1-BRSA-617-SCS,SANTOS,,,4581,0.758,,,
1-BRSA-617-SCS,SANTOS,,,4590,0.762,,,
1-BRSA-617-SCS,SANTOS,,,4599,0.899,,,
1-BRSA-617-SCS,SANTOS,,,4599,0.76,,,
1-BRSA-617-SCS,SANTOS,,,4608,0.696,,,
1-BRSA-617-SCS,SANTOS,,,4617,0.617,,,
1-BRSA-617-SCS,SANTOS,,,4617,0.604,,,
1-BRSA-617-SCS,SANTOS,,,4626,0.486,,,
1-BRSA-617-SCS,SANTOS,,,4635,0.642,,,
1-BRSA-617-SCS,SANTOS,,,4635,0.6,,,
1-BRSA-617-SCS,SANTOS,,,4644,0.68,,,
1-BRSA-617-SCS,SANTOS,,,4653,0.755,,,
1-BRSA-617-SCS,SANTOS,,,4653,0.844,,,
1-BRSA-617-SCS,SANTOS,,,4662,0.722,,,
1-BRSA-617-SCS,SANTOS,,,4671,0.791,,,
1-BRSA-617-SCS,SANTOS,,,4671,0.725,,,
1-BRSA-617-SCS,SANTOS,,,4680,0.778,,,
1-BRSA-617-SCS,SANTOS,,,4689,0.873,,,
1-BRSA-617-SCS,SANTOS,,,4689,0.896,,,
1-BRSA-617-SCS,SANTOS,,,4698,0.756,,,
1-BRSA-617-SCS,SANTOS,,,4707,0.913,,,
1-BRSA-617-SCS,SANTOS,,,4707,0.861,,,
1-BRSA-617-SCS,SANTOS,,,4716,0.867,,,
1-BRSA-617-SCS,SANTOS,,,4725,0.878,,,
1-BRSA-617-SCS,SANTOS,,,4725,0.807,,,
1-BRSA-617-SCS,SANTOS,,,4734,0.787,,,
1-BRSA-617-SCS,SANTOS,,,4743,0.74,,,
1-BRSA-617-SCS,SANTOS,,,4743,0.732,,,
1-BRSA-617-SCS,SANTOS,,,4752,0.753,,,
1-BRSA-617-SCS,SANTOS,,,4761,0.679,,,
1-BRSA-617-SCS,SANTOS,,,4761,0.737,,,
1-BRSA-617-SCS,SANTOS,,,4770,0.838,,,
1-BRSA-617-SCS,SANTOS,,,4779,0.604,,,
1-BRSA-617-SCS,SANTOS,,,4779,0.736,,,
1-BRSA-617-SCS,SANTOS,,,4788,0.524,,,
1-BRSA-617-SCS,SANTOS,,,4797,0.501,,,
1-BRSA-617-SCS,SANTOS,,,4797,0.617,,,
1-BRSA-617-SCS,SANTOS,,,4806,0.555,,,
1-BRSA-617-SCS,SANTOS,,,4815,1.79,,,
1-BRSA-617-SCS,SANTOS,,,4815,1.85,,,
1-BRSA-617-SCS,SANTOS,,,4815,1.55,,,
1-BRSA-617-SCS,SANTOS,,,4824,0.645,,,
1-BRSA-617-SCS,SANTOS,,,4833,2.44,,,
1-BRSA-617-SCS,SANTOS,,,4833,2.14,,,
1-BRSA-617-SCS,SANTOS,,,4842,2.67,,,
1-BRSA-617-SCS,SANTOS,,,4842,3.03,,,
1-BRSA-617-SCS,SANTOS,,,4851,2.98,,,
1-BRSA-617-SCS,SANTOS,,,4851,3.82,,,
1-BRSA-617-SCS,SANTOS,,,4851,3.55,,,
1-BRSA-617-SCS,SANTOS,,,4860,2.48,,,
1-BRSA-617-SCS,SANTOS,,,4860,2.1,,,
1-BRSA-617-SCS,SANTOS,,,4869,1.55,,,
1-BRSA-617-SCS,SANTOS,,,4869,1.38,,,
1-BRSA-617-SCS,SANTOS,,,4878,1.35,,,
1-BRSA-617-SCS,SANTOS,,,4887,1.11,,,
1-BRSA-617-SCS,SANTOS,,,4887,1.1,,,
1-BRSA-617-SCS,SANTOS,,,4896,1.07,,,
1-BRSA-617-SCS,SANTOS,,,4905,1.39,,,
1-BRSA-617-SCS,SANTOS,,,4905,1.15,,,
1-BRSA-617-SCS,SANTOS,,,4905,1.22,,,
1-BRSA-617-SCS,SANTOS,,,4914,1.03,,,
1-BRSA-617-SCS,SANTOS,,,4914,0.826,,,
1-BRSA-617-SCS,SANTOS,,,4923,0.84,,,
1-BRSA-617-SCS,SANTOS,,,4923,0.649,,,
1-BRSA-617-SCS,SANTOS,,,4923,0.828,,,
1-BRSA-617-SCS,SANTOS,,,4941,0.904,,,
1-BRSA-617-SCS,SANTOS,,,4959,0.724,,,
1-BRSA-617-SCS,SANTOS,,,4977,1.29,,,
1-BRSA-617-SCS,SANTOS,,,4995,0.69,,,
1-BRSA-617-SCS,SANTOS,,,5013,0.666,,,
1-BRSA-618-RJS,SANTOS,,,5345,0.62,,,
1-BRSA-618-RJS,SANTOS,,,5347,0.661,,,
1-BRSA-618-RJS,SANTOS,,,5349,1.34,,,
1-BRSA-618-RJS,SANTOS,,,5351,0.557,,,
1-BRSA-618-RJS,SANTOS,,,5354,0.308,,,
1-BRSA-618-RJS,SANTOS,,,5357,1.158,,,
1-BRSA-618-RJS,SANTOS,,,5360,0.586,,,
1-BRSA-618-RJS,SANTOS,,,5363,1.216,,,
1-BRSA-618-RJS,SANTOS,,,5367,0.635,,,
1-BRSA-618-RJS,SANTOS,,,5370.2,1.515,,,
1-BRSA-618-RJS,SANTOS,,,5374,1.393,,,
1-BRSA-618-RJS,SANTOS,,,5376,3.42,,,
1-BRSA-618-RJS,SANTOS,,,5376,2.174,,,
1-BRSA-618-RJS,SANTOS,,,5376,2.859,,,
1-BRSA-618-RJS,SANTOS,,,5376,3.128,,,
1-BRSA-618-RJS,SANTOS,,,5377,0.458,,,
1-BRSA-618-RJS,SANTOS,,,5380,0.751,,,
1-BRSA-618-RJS,SANTOS,,,5383,0.196,,,
1-BRSA-618-RJS,SANTOS,,,5386,0.477,,,
1-BRSA-618-RJS,SANTOS,,,5389,0.322,,,
1-BRSA-618-RJS,SANTOS,,,5392,0.142,,,
1-BRSA-618-RJS,SANTOS,,,5395,0.326,,,
1-BRSA-618-RJS,SANTOS,,,5398,0.994,,,
1-BRSA-618-RJS,SANTOS,,,5401,0.378,,,
1-BRSA-618-RJS,SANTOS,,,5403,3.38,,,
1-BRSA-618-RJS,SANTOS,,,5404,2.801,,,
1-BRSA-618-RJS,SANTOS,,,5407,0.298,,,
1-BRSA-618-RJS,SANTOS,,,5410,0.565,,,
1-BRSA-618-RJS,SANTOS,,,5415,0.544,,,
1-BRSA-618-RJS,SANTOS,,,5420,1.531,,,
1-BRSA-618-RJS,SANTOS,,,5428,0.24,,,
1-BRSA-618-RJS,SANTOS,,,5430,3.97,,,
1-BRSA-618-RJS,SANTOS,,,5433,0.265,,,
1-BRSA-618-RJS,SANTOS,,,5437,0.344,,,
1-BRSA-618-RJS,SANTOS,,,5441.5,0.787,,,
1-BRSA-618-RJS,SANTOS,,,5444,0.424,,,
1-BRSA-618-RJS,SANTOS,,,5447,0.325,,,
1-BRSA-618-RJS,SANTOS,,,5450,0.281,,,
1-BRSA-618-RJS,SANTOS,,,5453,0.1,,,
1-BRSA-618-RJS,SANTOS,,,5458,0.55,,,
1-BRSA-618-RJS,SANTOS,,,5462,1.457,,,
1-BRSA-618-RJS,SANTOS,,,5465,0.235,,,
1-BRSA-618-RJS,SANTOS,,,5466,1.45,,,
1-BRSA-618-RJS,SANTOS,,,5468,0.438,,,
1-BRSA-618-RJS,SANTOS,,,5470,0.266,,,
1-BRSA-618-RJS,SANTOS,,,5473,0.376,,,
1-BRSA-618-RJS,SANTOS,,,5475,1.462,,,
1-BRSA-618-RJS,SANTOS,,,5478.5,0.598,,,
1-BRSA-618-RJS,SANTOS,,,5485,0.514,,,
1-BRSA-618-RJS,SANTOS,,,5490,2.2,,,
1-BRSA-618-RJS,SANTOS,,,5493,1.09,,,
1-BRSA-618-RJS,SANTOS,,,5493.5,1.006,,,
1-BRSA-618-RJS,SANTOS,,,5497,3.37,,,
1-BRSA-618-RJS,SANTOS,,,5501,0.581,,,
1-BRSA-618-RJS,SANTOS,,,5507,0.306,,,
1-BRSA-618-RJS,SANTOS,,,5511,0.445,,,
1-BRSA-618-RJS,SANTOS,,,5515,0.357,,,
1-BRSA-618-RJS,SANTOS,,,5518,0.302,,,
1-BRSA-618-RJS,SANTOS,,,5520,1.85,,,
1-BRSA-618-RJS,SANTOS,,,5523,0.588,,,
1-BRSA-618-RJS,SANTOS,,,5535,0.555,,,
1-BRSA-618-RJS,SANTOS,,,5538,0.426,,,
1-BRSA-618-RJS,SANTOS,,,5542,0.281,,,
1-BRSA-618-RJS,SANTOS,,,5548,0.408,,,
1-BRSA-618-RJS,SANTOS,,,5556,1.22,,,
1-BRSA-618-RJS,SANTOS,,,5560,0.545,,,
1-BRSA-618-RJS,SANTOS,,,5564,0.527,,,
1-BRSA-618-RJS,SANTOS,,,5567,0.669,,,
1-BRSA-618-RJS,SANTOS,,,5574,0.51,,,
1-BRSA-618-RJS,SANTOS,,,5576,0.802,,,
1-BRSA-618-RJS,SANTOS,,,5579,0.485,,,
1-BRSA-618-RJS,SANTOS,,,5581,0.498,,,
1-BRSA-618-RJS,SANTOS,,,5582,0.327,,,
1-BRSA-618-RJS,SANTOS,,,5585,0.364,,,
1-BRSA-618-RJS,SANTOS,,,5589,0.563,,,
1-BRSA-618-RJS,SANTOS,,,5592,1.17,,,
1-BRSA-618-RJS,SANTOS,,,5592,0.444,,,
1-BRSA-618-RJS,SANTOS,,,5597,0.379,,,
1-BRSA-618-RJS,SANTOS,,,5602,0.493,,,
1-BRSA-618-RJS,SANTOS,,,5610,0.297,,,
1-BRSA-618-RJS,SANTOS,,,5615,0.339,,,
1-BRSA-618-RJS,SANTOS,,,5618,0.749,,,
1-BRSA-618-RJS,SANTOS,,,5625,0.347,,,
1-BRSA-618-RJS,SANTOS,,,5628,1.44,,,
1-BRSA-618-RJS,SANTOS,,,5630,0.453,,,
1-BRSA-618-RJS,SANTOS,,,5633,0.519,,,
1-BRSA-618-RJS,SANTOS,,,5636,0.284,,,
1-BRSA-618-RJS,SANTOS,,,5639,0.373,,,
1-BRSA-618-RJS,SANTOS,,,5644,0.469,,,
1-BRSA-618-RJS,SANTOS,,,5647,0.482,,,
1-BRSA-618-RJS,SANTOS,,,5652,0.387,,,
1-BRSA-618-RJS,SANTOS,,,5655,0.342,,,
1-BRSA-618-RJS,SANTOS,,,5660,1.025,,,
1-BRSA-618-RJS,SANTOS,,,5664,1.5,,,
1-BRSA-618-RJS,SANTOS,,,5665,0.325,,,
1-BRSA-618-RJS,SANTOS,,,5672,0.473,,,
1-BRSA-618-RJS,SANTOS,,,5678,0.328,,,
1-BRSA-618-RJS,SANTOS,,,5680,0.497,,,
1-BRSA-618-RJS,SANTOS,,,5683,0.379,,,
1-BRSA-618-RJS,SANTOS,,,5688,0.858,,,
1-BRSA-618-RJS,SANTOS,,,5691,1.68,,,
1-BRSA-618-RJS,SANTOS,,,5691,0.532,,,
1-BRSA-618-RJS,SANTOS,,,5696,0.414,,,
1-BRSA-618-RJS,SANTOS,,,5700,0.313,,,
1-BRSA-618-RJS,SANTOS,,,5703,0.334,,,
1-BRSA-618-RJS,SANTOS,,,5708,0.391,,,
1-BRSA-618-RJS,SANTOS,,,5711,0.602,,,
1-BRSA-618-RJS,SANTOS,,,5717,0.8,,,
1-BRSA-618-RJS,SANTOS,,,5718,3.39,,,
1-BRSA-618-RJS,SANTOS,,,5726.8,0.253,,,
1-BRSA-618-RJS,SANTOS,,,5732,0.323,,,
1-BRSA-618-RJS,SANTOS,,,5736,0.353,,,
1-BRSA-618-RJS,SANTOS,,,5738,0.234,,,
1-BRSA-618-RJS,SANTOS,,,5743,0.233,,,
1-BRSA-618-RJS,SANTOS,,,5746,0.238,,,
1-BRSA-618-RJS,SANTOS,,,5749,0.261,,,
1-BRSA-618-RJS,SANTOS,,,5753,0.284,,,
1-BRSA-618-RJS,SANTOS,,,5754,1.42,,,
1-BRSA-618-RJS,SANTOS,,,5756,0.876,,,
1-BRSA-618-RJS,SANTOS,,,5760,0.638,,,
1-BRSA-618-RJS,SANTOS,,,5764,14.548,,,
1-BRSA-618-RJS,SANTOS,,,5767,0.554,,,
1-BRSA-618-RJS,SANTOS,,,5773,0.686,,,
1-BRSA-618-RJS,SANTOS,,,5777,0.352,,,
1-BRSA-618-RJS,SANTOS,,,5780,0.75,,,
1-BRSA-618-RJS,SANTOS,,,5785,0.557,,,
1-BRSA-618-RJS,SANTOS,,,5790,2,,,
1-BRSA-618-RJS,SANTOS,,,5790,0.451,,,
1-BRSA-618-RJS,SANTOS,,,5807,0.474,,,
1-BRSA-618-RJS,SANTOS,,,5810,1.057,,,
1-BRSA-618-RJS,SANTOS,,,5818,1.8,,,
1-BRSA-618-RJS,SANTOS,,,5821.8,2.8,,,
1-BRSA-618-RJS,SANTOS,,,5833.1,2.04,,,
1-BRSA-618-RJS,SANTOS,,,5840.5,2.172,,,
1-BRSA-618-RJS,SANTOS,,,5846.5,0.43,,,
1-BRSA-618-RJS,SANTOS,,,5862,3.55,,,
1-BRSA-618-RJS,SANTOS,,,5874.5,2.631,,,
1-BRSA-618-RJS,SANTOS,,,5881.7,1.8,,,
1-BRSA-618-RJS,SANTOS,,,5916,5.9,,,
1-BRSA-618-RJS,SANTOS,,,5924.4,6.52,,,
1-BRSA-618-RJS,SANTOS,,,5924.5,5.286,,,
1-BRSA-618-RJS,SANTOS,,,5935.5,3.68,,,
1-BRSA-618-RJS,SANTOS,,,5935.5,4.036,,,
1-BRSA-618-RJS,SANTOS,,,5945,12.08,,,
1-BRSA-618-RJS,SANTOS,,,5945,2.325,,,
1-BRSA-618-RJS,SANTOS,,,5952,9.05,,,
1-BRSA-618-RJS,SANTOS,,,5958,19.764,,,
1-BRSA-618-RJS,SANTOS,,,5977.5,11.483,,,
1-BRSA-618-RJS,SANTOS,,,5978.5,11.502,,,
1-BRSA-618-RJS,SANTOS,,,5979.5,4.084,,,
1-BRSA-618-RJS,SANTOS,,,5982.8,15.45,,,
1-BRSA-618-RJS,SANTOS,,,5988,7.6,,,
1-BRSA-618-RJS,SANTOS,,,5989.8,6.394,,,
1-BRSA-618-RJS,SANTOS,,,5999,0.593,,,
1-BRSA-618-RJS,SANTOS,,,6006,1.18,,,
1-BRSA-618-RJS,SANTOS,,,6021.5,0.81,,,
1-BRSA-618-RJS,SANTOS,,,6031.5,11.78,,,
1-BRSA-618-RJS,SANTOS,,,6031.5,12.266,,,
1-BRSA-618-RJS,SANTOS,,,6041,15.9,,,
1-BRSA-618-RJS,SANTOS,,,6042,6.4,,,
1-BRSA-618-RJS,SANTOS,,,6064.2,2.31,,,
1-BRSA-618-RJS,SANTOS,,,6064.5,2.243,,,
1-BRSA-635-SCS,SANTOS,,,614.48,0.71,,,
1-BRSA-635-SCS,SANTOS,,,1174.09,0.74,,,
1-BRSA-635-SCS,SANTOS,,,1179.58,0.83,,,
1-BRSA-635-SCS,SANTOS,,,1185.06,0.65,,,
1-BRSA-635-SCS,SANTOS,,,1190.55,0.83,,,
1-BRSA-635-SCS,SANTOS,,,1196.04,0.96,,,
1-BRSA-635-SCS,SANTOS,,,1201.52,1.04,,,
1-BRSA-635-SCS,SANTOS,,,1207.01,0.97,,,
1-BRSA-635-SCS,SANTOS,,,1212.49,1.16,,,
1-BRSA-635-SCS,SANTOS,,,1217.98,1.58,,,
1-BRSA-635-SCS,SANTOS,,,1223.47,1.1,,,
1-BRSA-635-SCS,SANTOS,,,1228.95,1.08,,,
1-BRSA-635-SCS,SANTOS,,,1234.44,1.16,,,
1-BRSA-635-SCS,SANTOS,,,1239.93,1.09,,,
1-BRSA-635-SCS,SANTOS,,,1245.41,1.87,,,
1-BRSA-635-SCS,SANTOS,,,1250.9,1.35,,,
1-BRSA-635-SCS,SANTOS,,,1256.39,1.1,,,
1-BRSA-635-SCS,SANTOS,,,1261.87,1.47,,,
1-BRSA-635-SCS,SANTOS,,,1267.36,1.46,,,
1-BRSA-635-SCS,SANTOS,,,1272.84,2.69,,,
1-BRSA-635-SCS,SANTOS,,,1278.33,1.97,,,
1-BRSA-635-SCS,SANTOS,,,1283.82,1.92,,,
1-BRSA-635-SCS,SANTOS,,,1289.3,2,,,
1-BRSA-635-SCS,SANTOS,,,1294.79,1.97,,,
1-BRSA-635-SCS,SANTOS,,,1300.28,2.04,,,
1-BRSA-635-SCS,SANTOS,,,1305.76,1.93,,,
1-BRSA-635-SCS,SANTOS,,,1311.25,1.46,,,
1-BRSA-635-SCS,SANTOS,,,1316.74,1.46,,,
1-BRSA-635-SCS,SANTOS,,,1322.22,1.67,,,
1-BRSA-635-SCS,SANTOS,,,1327.71,1.57,,,
1-BRSA-635-SCS,SANTOS,,,1333.2,1.95,,,
1-BRSA-635-SCS,SANTOS,,,1338.68,1.77,,,
1-BRSA-635-SCS,SANTOS,,,1344.17,1.81,,,
1-BRSA-635-SCS,SANTOS,,,1349.65,1.67,,,
1-BRSA-635-SCS,SANTOS,,,1355.14,1.71,,,
1-BRSA-635-SCS,SANTOS,,,1360.63,1.78,,,
1-BRSA-635-SCS,SANTOS,,,1366.11,1.91,,,
1-BRSA-635-SCS,SANTOS,,,1371.6,2.34,,,
1-BRSA-635-SCS,SANTOS,,,1377.09,3.29,,,
1-BRSA-635-SCS,SANTOS,,,1382.57,2.83,,,
1-BRSA-635-SCS,SANTOS,,,1388.06,3.36,,,
1-BRSA-635-SCS,SANTOS,,,1393.55,2.5,,,
1-BRSA-635-SCS,SANTOS,,,1399.03,2.44,,,
1-BRSA-635-SCS,SANTOS,,,1404.52,2.83,,,
1-BRSA-635-SCS,SANTOS,,,1410,1.93,,,
1-BRSA-635-SCS,SANTOS,,,1415.49,1.43,,,
1-BRSA-635-SCS,SANTOS,,,1420.98,1.97,,,
1-BRSA-635-SCS,SANTOS,,,1426.4,2.18,,,
1-BRSA-635-SCS,SANTOS,,,1431.95,1.48,,,
1-BRSA-635-SCS,SANTOS,,,1437.44,1.42,,,
1-BRSA-635-SCS,SANTOS,,,1442.92,1.18,,,
1-BRSA-635-SCS,SANTOS,,,1448.41,1.21,,,
1-BRSA-635-SCS,SANTOS,,,1453.9,1.13,,,
1-BRSA-635-SCS,SANTOS,,,1464.87,1.08,,,
1-BRSA-635-SCS,SANTOS,,,1470.36,1.43,,,
1-BRSA-635-SCS,SANTOS,,,1475.84,1.43,,,
1-BRSA-635-SCS,SANTOS,,,1481.33,1.22,,,
1-BRSA-635-SCS,SANTOS,,,1486.81,0.99,,,
1-BRSA-635-SCS,SANTOS,,,1492.3,1.04,,,
1-BRSA-635-SCS,SANTOS,,,1497.79,0.76,,,
1-BRSA-635-SCS,SANTOS,,,1503.27,0.83,,,
1-BRSA-635-SCS,SANTOS,,,1508.76,0.78,,,
1-BRSA-635-SCS,SANTOS,,,1514.25,0.84,,,
1-BRSA-635-SCS,SANTOS,,,1519.73,0.7,,,
1-BRSA-635-SCS,SANTOS,,,1525.22,0.79,,,
1-BRSA-635-SCS,SANTOS,,,1530.71,0.53,,,
1-BRSA-635-SCS,SANTOS,,,1536.19,0.55,,,
1-BRSA-635-SCS,SANTOS,,,1541.68,0.51,,,
1-BRSA-635-SCS,SANTOS,,,1547.16,0.8,,,
1-BRSA-635-SCS,SANTOS,,,1552.65,0.41,,,
1-BRSA-635-SCS,SANTOS,,,1558.14,0.37,,,
1-BRSA-635-SCS,SANTOS,,,1563.62,0.54,,,
1-BRSA-635-SCS,SANTOS,,,1569.11,0.46,,,
1-BRSA-635-SCS,SANTOS,,,1574.6,0.43,,,
1-BRSA-635-SCS,SANTOS,,,1580.08,0.7,,,
1-BRSA-635-SCS,SANTOS,,,1585.57,0.54,,,
1-BRSA-635-SCS,SANTOS,,,1591.06,0.97,,,
1-BRSA-642-SPS,SANTOS,,,3510,0.169,,,
1-BRSA-642-SPS,SANTOS,,,3519,0.24,,,
1-BRSA-642-SPS,SANTOS,,,3528,0.33,,,
1-BRSA-642-SPS,SANTOS,,,3537,0.52,,,
1-BRSA-642-SPS,SANTOS,,,3546,0.454,,,
1-BRSA-642-SPS,SANTOS,,,3555,0.453,,,
1-BRSA-642-SPS,SANTOS,,,3564,0.46,,,
1-BRSA-642-SPS,SANTOS,,,3573,0.641,,,
1-BRSA-642-SPS,SANTOS,,,3582,0.4,,,
1-BRSA-642-SPS,SANTOS,,,3591,0.99,,,
1-BRSA-642-SPS,SANTOS,,,3600,0.533,,,
1-BRSA-642-SPS,SANTOS,,,3609,0.64,,,
1-BRSA-642-SPS,SANTOS,,,3618,0.53,,,
