Mnemonics_Arquivos,Mnemonics_Variaveis,long_name,Descricao,Unidade,Data Atualização
,DTYYTIME,Delta T Dipole Shear YY Flexure Mode Time,Tempo da Delta T Cisalhamento Dipolar YY Modo de Dobramento,us,NaT
,DVDT,Delta volume with respect to time,Vazão instantânea,cm3/s,NaT
,DVP1,Profundidade da probe,Profundidade da probe,FT,NaT
,DVTB,Desvio calculado do fundo da ferramenta,Desvio calculado do fundo da ferramenta,DEG,NaT
,DVWD,Desvio calculado na profundidade da curva escolhida,Desvio calculado na profundidade da curva escolhida,DEG,NaT
,DWAL,Dry Weight Pseudo Aluminum,Peso Seco de pseudo Aluminio,w/w,NaT
,DWAL_ALP,Peso Seco Alumínio (Alfa Processado),Peso Seco Alumínio (Alfa Processado),lbf/lbf or kgf/kgf,NaT
,DWAL_ALP_INCP,Peso Seco Alumínio (Alfa Processado) Captura-Inelástica Processado,Peso Seco Alumínio (Alfa Processado) Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWAL_ALP_SIG,Incerteza do Peso Seco Alumínio (Alfa Processado),Incerteza do Peso Seco Alumínio (Alfa Processado),lbf/lbf or kgf/kgf,NaT
,DWAL_ALP_SIG_I,Incerteza do Peso Seco Alumínio (Alfa Processado) Captura-Inelástica Processado,Incerteza do Peso Seco Alumínio (Alfa Processado) Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWAL_EC,Dry Weight Pseudo Aluminum,Peso Seco de Pseudo Alumínio,ADIMENSIONAL,NaT
,DWAL_INCP,Peso Seco Alumínio Captura-Inelástica Processado,Peso Seco Alumínio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWAL_MGWALK,Dry Weight Fraction Pseudo Aluminum (SpectroLith MGWALK Model),Fração de Peso Seco do Pseudo Alumínio (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWAL_SIG,Statistical Uncertainty in Dry Weight Pseudo Aluminum,Incerteza estatistica de Peso Seco de pseudo Aluminio,w/w,NaT
,DWAL_SIG_EC,Statistical Uncertainty in Dry Weight Pseudo Aluminum,Incerteza Estatística do Peso Seco de Pseuso Aluminio,ADIMENSIONAL,NaT
,DWAL_SIG_INCP,Incerteza do Peso Seco Alumínio Captura-Inelástica Processado,Incerteza do Peso Seco Alumínio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWAL_SIG_MGWALK,Statistical Uncertainty in Dry Weight Aluminum (SpectroLith MGWALK Model),Incerteza  Estatística no Peso Seco do Alumínio (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWAL_SIG_WALK2,Statistical Uncertainty in Dry Weight Aluminum (SpectroLith WALK2 Model),Incerteza  Estatística do Peso Seco de Alumínio (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWAL_WALK2,Dry Weight Fraction Pseudo Aluminum (SpectroLith WALK2 Model),Fração de Peso Seco do Pseudo Alumínio (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWALP,Peso Seco Alumínio (emulado),Peso Seco Alumínio (emulado),lbf/lbf or kgf/kgf,NaT
,DWALP_INCP,Peso Seco Alumínio (emulado) Captura-Inelástica Processado,Peso Seco Alumínio (emulado) Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWALP_SIG,Incerteza do Peso Seco Alumínio (emulado),Incerteza do Peso Seco Alumínio (emulado),lbf/lbf or kgf/kgf,NaT
,DWALP_SIG_INCP,Incerteza do Peso Seco Alumínio (emulado) Captura-Inelástica Processado,Incerteza do Peso Seco Alumínio (emulado) Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWBA,Peso Seco bário,Peso Seco bário,lbf/lbf or kgf/kgf,NaT
,DWBA_INCP,Peso Seco bário Captura-Inelástica Processado,Peso Seco bário Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWBA_SIG,Incerteza do Peso Seco bário,Incerteza do Peso Seco bário,lbf/lbf or kgf/kgf,NaT
,DWBA_SIG_INCP,Incerteza do Peso Seco bário Captura-Inelástica,Incerteza do Peso Seco bário Captura-Inelástica,lbf/lbf or kgf/kgf,NaT
,DWCA,Dry Weight Calcium,Peso seco de calcio,w/w,NaT
,DWCA_EC,Dry Weigth Calcium,Peso Seco de Cálcio,ADIMENSIONAL,NaT
,DWCA_INCP,Peso Seco cálcio Captura-Inelástica Processado,Peso Seco cálcio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWCA_MGWALK,Dry Weight Fraction Calcium (SpectroLith MGWALK Model),Fração de Peso Seco do Cálcio (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWCA_SIG,Statistical Uncertainty in Dry Weight Calcium,Incerteza estatistica de Peso Seco de calcio,w/w,NaT
,DWCA_SIG_EC,Statistical Uncertainty in Dry Weight Calcium,Incerteza Estatística do Peso Seco de Cálcio,ADIMENSIONAL,NaT
,DWCA_SIG_INCP,Incerteza do Peso Seco cálcio Captura-Inelástica,Incerteza do Peso Seco cálcio Captura-Inelástica,lbf/lbf or kgf/kgf,NaT
,DWCA_SIG_MGWALK,Statistical Uncertainty in Dry Weight Calcium (SpectroLith MGWALK Model),Incerteza  Estatística no Peso Seco do Cálcio (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWCA_SIG_WALK2,Statistical Uncertainty in Dry Weight Calcium (SpectroLith WALK2 Model),Incerteza  Estatística no Peso Seco do Cálcio (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWCA_WALK2,Dry Weight Fraction Calcium (SpectroLith WALK2 Model),Fração de Peso Seco do Cálcio (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWCL,Dry Weight Chlorine Associated with Salt,Peso seco de cloro associado ao sal,w/w,NaT
,DWCL_EC,Dry Weight Chlorine Associated with Salt,Peso Seco de Cloro Associado com Sal,ADIMENSIONAL,NaT
,DWCL_INCP,Peso Seco cloro Captura-Inelástica Processado,Peso Seco cloro Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWCL_MGWALK,Dry Weight Fraction Chlorine Associated with Salt (SpectroLith MGWALK Model),Fração de Peso Seco do Cloro Associado com Sal (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWCL_SIG,Statistical Uncertainty in Dry Weight Chlorine Associated with Salt,Incerteza estatistica de Peso Seco de cloro associado ao sal,w/w,NaT
,DWCL_SIG_EC,Statistical Uncertainty in Dry Weight Chlorine Associated with Salt,Incerteza Estatística do Peso Seco de Cloro Associado com Sal,ADIMENSIONAL,NaT
,DWCL_SIG_INCP,Incerteza do Peso Seco cloro Captura-Inelástica,Incerteza do Peso Seco cloro Captura-Inelástica,lbf/lbf or kgf/kgf,NaT
,DWCL_SIG_MGWALK,Statistical Uncertainty in Dry Weight Chlorine (SpectroLith MGWALK Model),Incerteza  Estatística no Peso Seco do Cloro (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWCL_SIG_WALK2,Statistical Uncertainty in Dry Weight Chlorine (SpectroLith WALK2 Model),Incerteza  Estatística no Peso Seco do Cloro (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWCL_WALK2,Dry Weight Fraction Chlorine Associated with Salt (SpectroLith WALK2 Model),Fração de Peso Seco do Cloro Associado com Sal (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWCO,Peso Seco cobalto,Peso Seco cobalto,lbf/lbf or kgf/kgf,NaT
,DWCO_INCP,Peso Seco cobalto Captura-Inelástica Processado,Peso Seco cobalto Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWCO_SIG,Incerteza do Peso Seco cobalto,Incerteza do Peso Seco cobalto,lbf/lbf or kgf/kgf,NaT
,DWCO_SIG_INCP,Incerteza do Peso Seco cobalto Captura-Inelástica Processado,Incerteza do Peso Seco cobalto Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWCR,Peso Seco cromo,Peso Seco cromo,lbf/lbf or kgf/kgf,NaT
,DWCR_INCP,Peso Seco cromo Captura-Inelástica Processado,Peso Seco cromo Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWCR_SIG,Incerteza do Peso Seco cromo,Incerteza do Peso Seco cromo,lbf/lbf or kgf/kgf,NaT
,DWCR_SIG_INCP,Incerteza do Peso Seco cromo Captura-Inelástica Processado,Incerteza do Peso Seco cromo Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWCU,Peso Seco cobre,Peso Seco cobre,lbf/lbf or kgf/kgf,NaT
,DWCU_INCP,Peso Seco cobre Captura-Inelástica Processado,Peso Seco cobre Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWCU_SIG,Incerteza do Peso Seco cobre,Incerteza do Peso Seco cobre,lbf/lbf or kgf/kgf,NaT
,DWCU_SIG_INCP,Incerteza do Peso Seco cobre Captura-Inelástica,Incerteza do Peso Seco cobre Captura-Inelástica,lbf/lbf or kgf/kgf,NaT
,DWF_FAST,Monitor do Componente Rapido da Forma de Onda,Monitor do Componente Rapido da Forma de Onda,Adimensional,NaT
,DWF_SLOW,Monitor do Componente lento da Forma de Onda,Monitor do Componente lento da Forma de Onda,Adimensional,NaT
,DWF1,Monitor da frequência do meio do Monopolo superior da forma de onda da Matriz 1,Monitor da frequência do meio do Monopolo superior da forma de onda da Matriz 1,Adimensional,NaT
,DWF1_MONO,Monitor do Componente do Monopolo da forma de onda 1,Monitor do Componente do Monopolo da forma de onda 1,Adimensional,NaT
,DWF2,Monitor da frequência do meio do Monopolo Inferior da forma de onda da Matriz 2,Monitor da frequência do meio do Monopolo Inferior da forma de onda da Matriz 2,Adimensional,NaT
,DWF2_MONO,Monitor do Componente do Monopolo da forma de onda 2,Monitor do Componente do Monopolo da forma de onda 2,Adimensional,NaT
,DWF3,Monitor da frequência do meio do Monopolo Afastado da forma de onda da Matriz 3,Monitor da frequência do meio do Monopolo Afastado da forma de onda da Matriz 3,Adimensional,NaT
,DWF3_MONO,Monitor do Componente do Monopolo da forma de onda 3,Monitor do Componente do Monopolo da forma de onda 3,Adimensional,NaT
,DWF4,Monitor da baixa frequência do Monopolo Afastado da forma de onda da Matriz 4,Monitor da baixa frequência do Monopolo Afastado da forma de onda da Matriz 4,Adimensional,NaT
,DWF4_MONO,Monitor do Componente do Monopolo da forma de onda 4,Monitor do Componente do Monopolo da forma de onda 4,Adimensional,NaT
,DWF5,Monitor da forma de onda do X-Dipole do Array 5,Monitor da forma de onda do X-Dipole do Array 5,Adimensional,NaT
,DWF5_DIIN,Monitor da forma de onda do Y-Dipole do Array 5 Componente alinhado,Monitor da forma de onda do Y-Dipole do Array 5 Componente alinhado,Adimensional,NaT
,DWF6,Monitor da forma de onda do Y-Dipole do Array 6,Monitor da forma de onda do Y-Dipole do Array 6,Adimensional,NaT
,DWF6_DIIN,Monitor da forma de onda do Dipole do Array 5 Componente alinhado,Monitor da forma de onda do Dipole do Array 5 Componente alinhado,Adimensional,NaT
,DWF7,Monitor da Alta frequência do Monopolo Superior da forma de onda da Matriz 7,Monitor da Alta frequência do Monopolo Superior da forma de onda da Matriz 7,Adimensional,NaT
,DWF8,Monitor da Alta frequência do Monopolo Inferior da forma de onda da Matriz 8,Monitor da Alta frequência do Monopolo Inferior da forma de onda da Matriz 8,Adimensional,NaT
,DWFE,Dry Weight Iron + 0.14 Aluminum,Peso Seco Ferro + 0.14 Aluminio,w/w,NaT
,DWFE_EC,Dry Weight Iron + 0.14 Aluminum,Peso Seco de Ferro + 0.14 Aluminio,ADIMENSIONAL,NaT
,DWFE_INCP,Peso Seco ferro Captura-Inelástica Processado,Peso Seco ferro Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWFE_MGWALK,Dry Weight Fraction Iron + 0.14 Aluminum (SpectroLith MGWALK Model),Fração de Peso Seco do Ferro + 0.14 Alumínio (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWFE_SIG,Statistical Uncertainty in Dry Weight Iron,Incerteza estatistica de Peso Seco de Ferro,w/w,NaT
,DWFE_SIG_EC,Statistical Uncertainty in Dry Weight Iron,Incerteza Estatística do Peso Seco de Ferro,ADIMENSIONAL,NaT
,DWFE_SIG_INCP,Incerteza do Peso Seco ferro Captura-Inelástica Processado,Incerteza do Peso Seco ferro Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWFE_SIG_MGWALK,Statistical Uncertainty in Dry Weight Iron (SpectroLith MGWALK Model),Incerteza  Estatística no Peso Seco do Ferro (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWFE_SIG_WALK2,Statistical Uncertainty in Dry Weight Iron (SpectroLith WALK2 Model),Incerteza  Estatística no Peso Seco do Ferro (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWFE_WALK2,Dry Weight Fraction Iron + 0.14 Aluminum (SpectroLith WALK2 Model),Fração de Peso Seco do Ferro + 0.14 Alumínio (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWFEAL,Peso Seco Ferro + Fração de Alumínio (modelo dependente da ferramenta e fechamento),Peso Seco Ferro + Fração de Alumínio (modelo dependente da ferramenta e fechamento),lbf/lbf or kgf/kgf,NaT
,DWFEAL_SIG,Peso Seco Ferro + Fração de Alumínio (modelo dependente da ferramenta e fechamento),Peso Seco Ferro + Fração de Alumínio (modelo dependente da ferramenta e fechamento),lbf/lbf or kgf/kgf,NaT
,DWGD,Dry Weight Gadolinium,Peso seco de Gadolinio,ppm,NaT
,DWGD_EC,Dry Weight Gadolinium,Peso Seco de Gadolínio,ADIMENSIONAL,NaT
,DWGD_INCP,Peso Seco gadolínio Captura-Inelástica Processado,Peso Seco gadolínio Captura-Inelástica Processado,ppm,NaT
,DWGD_MGWALK,Dry Weight Fraction Gadolinium (SpectroLith MGWALK Model),Fração de Peso Seco do  Gadolínio (Modelo Spectrolith MGWALK),PPM,NaT
,DWGD_SIG,Statistical Uncertainty in Dry Weight Gadolinium,Incerteza estatistica de Peso Seco de Gadolinio,ppm,NaT
,DWGD_SIG_EC,Statistical Uncertainty in Dry Weight Gadolinium,Incerteza Estatística do Peso Seco de Gadolínio,ADIMENSIONAL,NaT
,DWGD_SIG_INCP,Incerteza do Peso Seco gadolínio Captura-Inelástica Processado,Incerteza do Peso Seco gadolínio Captura-Inelástica Processado,ppm,NaT
,DWGD_SIG_MGWALK,Statistical Uncertainty in Dry Weight Gadolinium (SpectroLith MGWALK Model),Incerteza  Estatística no Peso Seco do Gadolínio (Modelo Spectrolith MGWALK),PPM,NaT
,DWGD_SIG_WALK2,Statistical Uncertainty in Dry Weight Gadolinium (SpectroLith WALK2 Model),Incerteza Estatística no Peso Seco do Gadolínio (Modelo Spectrolith WALK2),PPM,NaT
,DWGD_WALK2,Dry Weight Fraction Gadolinium (SpectroLith WALK2 Model),Fração de Peso Seco do  Gadolínio (Modelo Spectrolith WALK2),PPM,NaT
,DWHY,Dry Weight Hydrogen Associated with Coal,Peso Seco de hidrogenio associado a carvão,w/w,NaT
,DWHY_EC,Dry Weight Hydrogen Associated with Coal,Peso Seco de Hidrogênio Associado com Carvão,ADIMENSIONAL,NaT
,DWHY_INCP,Peso Seco hidrogênio Captura-Inelástica Processado,Peso Seco hidrogênio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWHY_MGWALK,Dry Weight Fraction Hydrogen Associated with Coal (SpectroLith MGWALK Model),Fração de Peso Seco do Hidrogênio associado com Carvão (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWHY_SIG,Statistical Uncertainty in Dry Weight Hydrogen Associated with Coal,Incerteza estatistica de Peso Seco de hidrogenio associado a carvao,w/w,NaT
,DWHY_SIG_EC,Statistical Uncertainty in Dry Weight Hydrogen Associated with Coal,Incerteza Estatística do Peso Seco de Hidrogênio Associado com Carvão,ADIMENSIONAL,NaT
,DWHY_SIG_INCP,Incerteza do Peso Seco hidrogênio Captura-Inelástica Processado,Incerteza do Peso Seco hidrogênio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWHY_SIG_MGWALK,Statistical Uncertainty in Dry Weight Hydrogen (SpectroLith MGWALK Model),Incerteza  Estatística no Peso Seco do Hidrogênio (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWHY_SIG_WALK2,Statistical Uncertainty in Dry Weight Hydrogen (SpectroLith WALK2 Model),Incerteza  Estatística no Peso Seco do Hidrogênio (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWHY_WALK2,Dry Weight Fraction Hydrogen Associated with Coal (SpectroLith WALK2 Model),Fração de Peso Seco do Hidrogênio Associado com Carvão (Modelo Spectrolith WALK2),KGFKGF,NaT
,DWK,Peso Seco potássio,Peso Seco potássio,lbf/lbf or kgf/kgf,NaT
,DWK_INCP,Peso Seco potássio Captura-Inelástica Processado,Peso Seco potássio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWK_SIG,Incerteza do Peso Seco potássio,Incerteza do Peso Seco potássio,lbf/lbf or kgf/kgf,NaT
,DWK_SIG_INCP,Incerteza do Peso Seco potássio Captura-Inelástica Processado,Incerteza do Peso Seco potássio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWMG,Dry Weight Magnesium,Peso seco de magnesio,w/w,NaT
,DWMG_EC,Dry Weight Magnesium,Peso Seco de Magnésio,ADIMENSIONAL,NaT
,DWMG_INCP,Peso Seco magnésio Captura-Inelástica Processado,Peso Seco magnésio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWMG_MGWALK,Dry Weight Fraction Magnesium (SpectroLith MGWALK Model),Fração de Peso Seco do Magnésio (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWMG_SIG,Statistical Uncertainty in Dry Weight Magnesium,Incerteza estatistica de Peso Seco de magnesio,w/w,NaT
,DWMG_SIG_EC,Statistical Uncertainty in Dry Weight Magnesium,Incerteza Estatística do Peso Seco de Magnésio,ADIMENSIONAL,NaT
,DWMG_SIG_INCP,Incerteza do Peso Seco magnésio Captura-Inelástica Processado,Incerteza do Peso Seco magnésio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWMG_SIG_MGWALK,Statistical Uncertainty in Dry Weight Magnesium (SpectroLith MGWALK Model),Incerteza  Estatística no Peso Seco do Magnésio (Modelo Spectrolith MGWALK),KGFKGF,NaT
,DWMN,Peso Seco manganês,Peso Seco manganês,lbf/lbf or kgf/kgf,NaT
,DWMN_INCP,Peso Seco manganês Captura-Inelástica Processado,Peso Seco manganês Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWMN_SIG,Incerteza do Peso Seco manganês,Incerteza do Peso Seco manganês,lbf/lbf or kgf/kgf,NaT
,DWMN_SIG_INCP,Incerteza do Peso Seco manganês Captura-Inelástica Processado,Incerteza do Peso Seco manganês Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWMO,Peso Seco molibdênio,Peso Seco molibdênio,lbf/lbf or kgf/kgf,NaT
,DWMO_INCP,Peso Seco molibdênio Captura-Inelástica Processado,Peso Seco molibdênio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWMO_SIG,Incerteza do Peso Seco molibdênio,Incerteza do Peso Seco molibdênio,lbf/lbf or kgf/kgf,NaT
,DWMO_SIG_INCP,Incerteza do Peso Seco molibdênio Captura-Inelástica Processado,Incerteza do Peso Seco molibdênio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWN,Peso Seco nitrogênio,Peso Seco nitrogênio,lbf/lbf or kgf/kgf,NaT
,DWN_INCP,Peso Seco nitrogênio Captura-Inelástica Processado,Peso Seco nitrogênio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWN_SIG,Incerteza do Peso Seco nitrogênio,Incerteza do Peso Seco nitrogênio,lbf/lbf or kgf/kgf,NaT
,DWN_SIG_INCP,Incerteza do Peso Seco nitrogênio Captura-Inelástica Processado,Incerteza do Peso Seco nitrogênio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWNA,Peso Seco sódio,Peso Seco sódio,lbf/lbf or kgf/kgf,NaT
,DWNA_INCP,Peso Seco sódio Captura-Inelástica Processado,Peso Seco sódio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWNA_SIG,Incerteza do Peso Seco sódio,Incerteza do Peso Seco sódio,lbf/lbf or kgf/kgf,NaT
,DWNA_SIG_INCP,Incerteza do Peso Seco sódio Captura-Inelástica Processado,Incerteza do Peso Seco sódio Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
,DWNI,Peso Seco níquel,Peso Seco níquel,lbf/lbf or kgf/kgf,NaT
,DWNI_INCP,Peso Seco níquel Captura-Inelástica Processado,Peso Seco níquel Captura-Inelástica Processado,lbf/lbf or kgf/kgf,NaT
